name,brand,model,version,nbDoor,nbSeats,turningCircle,turningRadius,length,width,widthWSideMirror,height,wheelbase,wheelTrackFront,trackWidthRear,Clearance,luggageCapacity,luggageMin
BMW X7 SUV,bmw,x7,suv,5,5,13.0 m,6.5 m,5151 mm,2000 mm,2218 mm,1805 mm,3105 mm,1684 mm,1705 mm,874 mm,1172 mm,221 mm
Audi A1 II,audi,a1,ii,5,5,10.5 m,5.2 m,4029 mm,1740 mm,1940 mm,1409 mm,2563 mm,1524 mm,1501 mm,788 mm,678 mm,145 mm
BMW X5 E53 3.0d 184KM 2002,bmw,x5,e53,5,5,4667 mm,1872 mm,2180 mm,1707 mm,1715 mm,2820 mm,1576 mm,1576 mm,1013 mm,977 mm,1504 mm,1484 mm
BMW Seria 02 114,bmw,seria-02,114,2,4,4230 mm,1590 mm,1410 mm,2500 mm,1330 mm,1330 mm,360 mm,970 mm,495 mm,665 mm,875 mm,475 mm
BMW X4 G01,bmw,x4,g01,5,5,11.9 m,6.0 m,4671 mm,1881 mm,2089 mm,1624 mm,2810 mm,1616 mm,1632 mm,861 mm,1000 mm,204 mm
BMW X7 SUV M Facelifting 4.4 M60i 530KM 390kW od 2022,x7,suv-m-facelifting,silnik-benzynowy-4.4-m60i-530km-od-2022,5,5,13.0 m,6.5 m,5181 mm,2000 mm,2218 mm,1835 mm,3105 mm,1690 mm,1705 mm,904 mm,1172 mm,221 mm
BMW Seria 02 114C 1.6 85KM 63kW 1968-1971,seria-02,114c,silnik-benzynowy-1.6-85km-1968-1971,2,4,4230 mm,1590 mm,1360 mm,2500 mm,1330 mm,1330 mm,od 1968 do 1971 roku,1573 cm³,benzynowy,85 , (63 ,) przy 5700 obr/min
BMW Seria 02 E20 2.0 170KM 125kW 1973-1975,seria-02,e20,silnik-benzynowy-2.0-170km-1973-1975,2,4,4220 mm,1620 mm,1410 mm,2500 mm,od 1973 do 1975 roku,1990 cm³,benzynowy,170 , (125 ,) przy 5800 obr/min,240 , przy 4000 obr/min
BMW Seria 02 E10C 2.0 100KM 74kW 1971-1975,seria-02,e10c,silnik-benzynowy-2.0-100km-1971-1975,2,4,4230 mm,1590 mm,1360 mm,2500 mm,od 1971 do 1975 roku,1990 cm³,benzynowy,100 , (74 ,) przy 5500 obr/min,157 , przy 3500 obr/min
Audi Q2 SUV Facelifting,audi,q2,suv-facelifting,5,5,11.1 m,4208 mm,1794 mm,2009 mm,1508 mm,2601 mm,1546 mm,1542 mm,830 mm,777 mm,145 mm,1050 l
Audi E-tron Sportback,audi,e-tron,sportback,5,5,10.6 m,5.3 m,4901 mm,1935 mm,2043 mm,1935 mm,1616 mm,2928 mm,1655 mm,1655 mm,928 mm,1045 mm
Audi E-tron SUV,audi,e-tron,suv,5,5,12.2 m,6.1 m,4901 mm,1935 mm,2043 mm,1629 mm,2928 mm,1655 mm,1652 mm,928 mm,1045 mm,175 mm
Audi Q2 SUV,audi,q2,suv,5,5,11.1 m,5.5 m,4191 mm,1794 mm,2009 mm,1508 mm,2601 mm,1547 mm,1541 mm,828 mm,762 mm,145 mm
Audi E-tron Sportback-S 95 kWh 503KM 370kW od 2020,e-tron,sportback-s,silnik-elektryczny-95-kwh-503km-od-2020,5,5,12.2 m,6.1 m,4902 mm,1976 mm,2043 mm,1615 mm,2928 mm,1655 mm,1655 mm,172 mm,1725 l,660 l
Audi E-tron SUV-S 95 kWh 503KM 370kW od 2020,e-tron,suv-s,silnik-elektryczny-95-kwh-503km-od-2020,5,5,12.2 m,6.1 m,4902 mm,1976 mm,2043 mm,1629 mm,2928 mm,1655 mm,1652 mm,172 mm,1725 l,660 l
Audi E-tron Grand Tourer 60 83.7kWh 476KM 350kW od 2021,e-tron,grand-tourer,silnik-elektryczny-60-83.7kwh-476km-od-2021,4,4,4989 mm,1964 mm,2158 mm,1413 mm,2898 mm,1710 mm,1694 mm,1021 mm,1070 mm,405 l,900 mm,1044 mm
Audi E-tron Grand Tourer RS 83.7kWh 598KM 440kW od 2021,e-tron,grand-tourer-rs,silnik-elektryczny-83.7kwh-598km-od-2021,4,4,4989 mm,1964 mm,2158 mm,1414 mm,2900 mm,1702 mm,1667 mm,1021 mm,1068 mm,1000 mm,927 mm,350 l
BMW Seria 6 E24 1986,bmw,seria-6,e24,2,4,4755 mm,1725 mm,1365 mm,2626 mm,1422 mm,1487 mm,1005 mm,1124 mm,885 mm,485 mm,865 mm,450 mm
BMW X3 E83,bmw,x3,e83,5,5,11.6 m,5.8 m,4569 mm,1853 mm,1987 mm,1674 mm,2795 mm,1542 mm,1542 mm,210 mm,997 mm,1002 mm
BMW Seria 8 I 1995,bmw,seria-8,i,2,4,10.9 m,5.5 m,4780 mm,1855 mm,1340 mm,2684 mm,1554 mm,1562 mm,140 mm,949 mm,887 mm,1456 mm
BMW iX SUV,bmw,ix,suv,5,5,12.8 m,6.4 m,4953 mm,1967 mm,2230 mm,1695 mm,3000 mm,202 mm,1750 l,500 l,18.8 °,17.5 °
BMW X2 Crossover 2.0 20d 190KM 2018,bmw,x2,crossover,5,5,11.3 m,5.7 m,4360 mm,1824 mm,2098 mm,1526 mm,2670 mm,1561 mm,1562 mm,182 mm,1355 l,470 l
BMW Seria 7 E32 750 i V12 300KM 1991,bmw,seria-7,e23,4,4860 mm,1800 mm,1430 mm,2795 mm,1508 mm,1522 mm,400 mm,600 mm,910 mm,470 mm,300 mm,885 mm,480 mm
BMW iX SUV M 105 kWh 619KM 455kW od 2022,ix,suv-m,silnik-elektryczny-105-kwh-619km-od-2022,4,4,12.3 m,4953 mm,1967 mm,2230 mm,1696 mm,3000 mm,1679 mm,1709 mm,906 mm,1047 mm,203 mm,1750 l
BMW Seria 7 E32,bmw,seria-7,e32,4,5,5024 mm,1845 mm,1400 mm,2947 mm,1530 mm,1558 mm,972 mm,945 mm,1482 mm,1490 mm,175 mm,500 l
BMW Seria 7 E38,bmw,seria-7,e38,4,5,12.2 m,6.1 m,4983 mm,1862 mm,1435 mm,2931 mm,1552 mm,1568 mm,130 mm,988 mm,969 mm,500 l
BMW X2 2022,x2,crossover-plug-in,silnik-hybrydowy-1.5-25e-220km-od-2020,5,5,11.4 m,5.7 m,4360 mm,1824 mm,2098 mm,1526 mm,2670 mm,1563 mm,1562 mm,854 mm,836 mm,147 mm
BMW i4 Gran Coupe eDrive 40 340KM 250kW od 2021,i4,gran-coupe,silnik-elektryczny-edrive-40-340km-od-2021,5,5,12.5 m,6.2 m,4783 mm,1852 mm,1448 mm,2856 mm,1601 mm,1630 mm,125 mm,1290 l,470 l,75 kg
BMW i4 M Gran Coupe M50 544KM 400kW od 2021,i4,m-gran-coupe,silnik-elektryczny-m50-544km-od-2021,5,5,12.5 m,6.2 m,4783 mm,1852 mm,1448 mm,2856 mm,1589 mm,1606 mm,125 mm,1290 l,470 l,od 2021 roku
BMW i3 Hatchback i3s 120Ah 184KM 2022,bmw,i3,hatchback-i3,5,4,9.9 m,5.0 m,3999 mm,1775 mm,2039 mm,1578 mm,2570 mm,1571 mm,1576 mm,707 mm,722 mm,140 mm
Chevrolet Suburban GMT900,chevrolet,suburban,gmt900,5,8,13.1 m,5649 mm,2007 mm,1951 mm,3302 mm,227 mm,1659 mm,1656 mm,1636 mm,1570 mm,3891 l,1297 l
Chevrolet Malibu VII,chevrolet,malibu,vii,4,5,11.2 m,4865 mm,1855 mm,2131 mm,1465 mm,2737 mm,1583 mm,1585 mm,151 mm,991 mm,952 mm,1461 mm
Chevrolet Malibu VII 2.4 DOHC 167KM 2013,chevrolet,malibu,vi,4,5,12.3 m,4872 mm,1785 mm,1451 mm,2852 mm,1514 mm,1524 mm,1421 mm,1369 mm,1346 mm,1323 mm,427 l
BMW i3 Hatchback i3s 120Ah 184KM 135kW 2018-2022,i3,hatchback-i3s,silnik-elektryczny-120ah-184km-2018-2022,5,4,9.9 m,5.0 m,4006 mm,1791 mm,2039 mm,1570 mm,2570 mm,1592 mm,1569 mm,714 mm,722 mm,139 mm
BMW i3 Hatchback i3 Facelifting,bmw,i3,hatchback-i3-facelifting,4,5,9.9 m,5.0 m,4011 mm,1775 mm,2039 mm,1598 mm,2570 mm,1571 mm,1566 mm,715 mm,726 mm,139 mm
Chevrolet Tahoe GMT900,chevrolet,tahoe,gmt900,5,11.9 m,5131 mm,2007 mm,1953 mm,2946 mm,1732 mm,1702 mm,229 mm,1659 mm,1659 mm,3084 l,479 l,802 mm
Chevrolet Cruze Sedan,chevrolet,cruze,sedan,4,5,10.9 m,5.5 m,4597 mm,1788 mm,1477 mm,2685 mm,1544 mm,1558 mm,160 mm,999 mm,963 mm,1800 l
Chevrolet Impala I 5.7 264KM 194kW 1994-1996,impala,i,silnik-benzynowy-5.7-264km-1994-1996,4,5,12.7 m,5438 mm,1968 mm,1389 mm,2944 mm,1582 mm,1593 mm,1610 mm,1610 mm,578 l,od 1994 do 1996 roku,5733 cm³
Chevrolet TrailBlazer II,chevrolet,trailblazer,ii,5,5,4877 mm,1902 mm,2132 mm,1842 mm,2845 mm,1570 mm,1588 mm,948 mm,1085 mm,231 mm,231 mm,235 l
Chevrolet Cruze Hatchback 5d 1.6 16V DOHC 124KM 2012,chevrolet,cruze,kombi,5,5,10.9 m,4681 mm,1797 mm,2067 mm,1484 mm,1521 mm,2685 mm,1544 mm,1558 mm,145 mm,1074 mm,998 mm
Citroen Nemo Van,citroen,nemo,van,2,3864 mm,1716 mm,2019 mm,1721 mm,2513 mm,1464 mm,1465 mm,760 mm,591 mm,530 mm,1056 mm,1046 mm,410 mm
Citroen Grand C4 Picasso I 2009,citroen,grand-c4-picasso,i,5,7,10.6 m,5.3 m,4590 mm,1830 mm,2100 mm,1660 mm,1690 mm,2728 mm,1505 mm,1539 mm,995 mm,867 mm
Citroen Evasion II,citroen,evasion,ii,4,5,11.6 m,5.8 m,4454 mm,1816 mm,1714 mm,2824 mm,1534 mm,1540 mm,881 mm,749 mm,145 mm,1695 mm
Citroen GS Kombi,citroen,gs,kombi,5,5,4120 mm,1349 mm,1860 mm,2550 mm,1378 mm,1328 mm,818 mm,752 mm,154 mm,980 mm,975 mm,1570 mm
Chevrolet Captiva I,chevrolet,captiva,i,5,5,11.5 m,5.8 m,4635 mm,1849 mm,1720 mm,2707 mm,1562 mm,1572 mm,175 mm,930 l,465 l,100 kg
Citroen C4 Cactus Crossover,citroen,c4-cactus,crossover,5,5,10.9 m,4157 mm,1729 mm,1946 mm,1480 mm,1530 mm,2595 mm,1477 mm,1477 mm,827 mm,735 mm,130 mm
Citroen C4 Cactus Crossover 1.2 PureTech 82KM 2017,citroen,c4-cactus,crossover-facelifting,5,5,10.9 m,5.5 m,4170 mm,1714 mm,1979 mm,1480 mm,2595 mm,1479 mm,1477 mm,833 mm,741 mm,165 mm
Citroen C4 Picasso I,citroen,c4-picasso,i,5,5,11.3 m,5.7 m,4470 mm,1830 mm,2100 mm,1660 mm,2728 mm,1505 mm,1539 mm,995 mm,747 mm,160 mm
Citroen C4 Spacetourer Grand,citroen,c4-spacetourer,grand,5,7,10.8 m,5.4 m,4602 mm,1826 mm,2117 mm,1971 mm,1638 mm,1644 mm,2840 mm,1573 mm,1576 mm,889 mm
Citroen C4 Spacetourer Van,citroen,c4-spacetourer,van,5,5,10.8 m,5.4 m,4438 mm,1826 mm,2117 mm,1971 mm,1610 mm,1625 mm,2785 mm,1573 mm,1576 mm,889 mm
Citroen Jumper I,citroen,jumper,i,4,3,12.8 m,6.4 m,4749 mm,2024 mm,1441 mm,2850 mm,1720 mm,1720 mm,901 mm,998 mm,145 mm,3400 mm
Citroen BX Sport 1.9 126KM 93kW 1985-1987,bx,sport,silnik-benzynowy-1.9-126km-1985-1987,5,5,4220 mm,1670 mm,1350 mm,2655 mm,1430 mm,1374 mm,805 mm,760 mm,od 1985 do 1987 roku,benzynowy,126 , (93 
Citroen C-Elysee II Sedan 1.6 VTi 115KM 2013,c-elysee,i,silnik-benzynowy-1.6-109km-2003-2012,4,5,4305 mm,1707 mm,1413 mm,2540 mm,od 2003 do 2012 roku,1587 cm³,benzynowy,109 , (80 ,) przy 5750 obr/min,147 , przy 4000 obr/min
Citroen BX GTi 1.9 160KM 118kW 1987-1994,bx,gti,silnik-benzynowy-1.9-160km-1987-1994,5,5,4237 mm,1682 mm,1350 mm,2655 mm,1434 mm,1378 mm,822 mm,760 mm,od 1987 do 1994 roku,benzynowy,160 , (118 
Citroen Spacetourer Van M 2.0 BlueHDI 177KM 2018,citroen,spacetourer,van-xl,4,9,11.3 m,5.7 m,5306 mm,1920 mm,2204 mm,2010 mm,1890 mm,3275 mm,878 mm,1153 mm,1712 mm,1586 mm
Citroen Spacetourer Van XS,citroen,spacetourer,van-xs,5,8,11.3 m,5.7 m,4606 mm,1920 mm,2204 mm,2010 mm,1905 mm,2925 mm,878 mm,803 mm,1712 mm,1586 mm
Citroen Spacetourer Van M,citroen,spacetourer,van-m,4,8,11.3 m,5.7 m,4956 mm,1920 mm,2204 mm,2010 mm,1890 mm,3275 mm,878 mm,803 mm,1712 mm,1586 mm
Citroen C5 X Plug-In 1.6 PureTech Plug-In 225KM 165kW od 2021,c5-x,plug-in,silnik-hybrydowy-1.6-puretech-plug-in-225km-od-2021,5,5,10.8 m,5.4 m,4805 mm,1865 mm,2062 mm,1485 mm,2785 mm,1595 mm,1605 mm,985 mm,1035 mm,150 mm
Citroen Spacetourer e-Van M,citroen,spacetourer,e-van-m,4,5,12.4 m,4959 mm,1920 mm,2204 mm,2010 mm,1900 mm,3275 mm,1627 mm,1600 mm,881 mm,803 mm,2550 l
Citroen Spacetourer 2022,citroen,spacetourer,e-van-xl,4,5,12.4 m,5306 mm,1920 mm,2204 mm,2010 mm,1900 mm,3275 mm,1627 mm,1600 mm,881 mm,1153 mm,3100 l
Citroen C5 Aircross SUV,citroen,c5-aircross,suv,5,5,10.7 m,5.3 m,4500 mm,1840 mm,2099 mm,1969 mm,1670 mm,2730 mm,1601 mm,1610 mm,230 mm,1025 mm
Citroen C3 Aircross  Crossover Facelifting,citroen,c3-aircross,crossover-facelifting,5,5,10.8 m,5.4 m,4160 mm,1976 mm,1824 mm,1597 mm,1637 mm,2604 mm,1513 mm,1513 mm,842 mm,714 mm
Citroen C5 Aircross SUV Facelifting,citroen,c5-aircross,suv-facelifting,5,5,10.7 m,5.3 m,4500 mm,1969 mm,2099 mm,1969 mm,1654 mm,1689 mm,2730 mm,1579 mm,1608 mm,917 mm
Citroen C5 Aircross SUV Plug-In Facelifting 1.6 PureTech Plug-In 225KM 165kW od 2022,c5-aircross,suv-plug-in-facelifting,silnik-hybrydowy-1.6-puretech-plug-in-225km-od-2022,5,5,10.7 m,5.3 m,4500 mm,1969 mm,2099 mm,1969 mm,1654 mm,1689 mm,2730 mm,1579 mm,1608 mm,917 mm
Citroen C3 Aircross  Crossover 1.2 PureTech 110KM 2021,citroen,c3-aircross,crossover,5,5,10.8 m,5.4 m,4154 mm,1756 mm,1976 mm,1824 mm,1597 mm,1637 mm,2604 mm,1513 mm,1491 mm,842 mm
Citroen Spacetourer e-VAN XS 50 kWh 136KM 100kW od 2021,spacetourer,e-van-xs,silnik-elektryczny-50-kwh-136km-od-2021,4,5,11.3 m,4609 mm,1920 mm,2204 mm,1950 mm,2925 mm,1627 mm,1600 mm,881 mm,803 mm,150 mm,1400 l
Citroen AMI Kombi,citroen,ami,kombi,5,11.4 m,3960 mm,1520 mm,1490 mm,2400 mm,1260 mm,1220 mm,970 mm,930 mm,1180 mm,1130 mm,135 mm,948 mm
Citroen Berlingo I 2003,citroen,berlingo,i,5,5,10.4 m,5.2 m,4137 mm,1724 mm,1960 mm,1810 mm,2693 mm,1420 mm,1440 mm,836 mm,608 mm,145 mm
Citroen C5 Aircross SUV Plug-In 1.6 PureTech 225KM 165kW 2020-2022,c5-aircross,suv-plug-in,silnik-hybrydowy-1.6-puretech-225km-2020-2022,5,5,10.7 m,5.3 m,4500 mm,1969 mm,2099 mm,1969 mm,1654 mm,1689 mm,2730 mm,1579 mm,1608 mm,917 mm
Chrysler LHS II 3.5 i V6 24V 257KM 189kW 1998-2001,lhs,ii,silnik-benzynowy-3.5-i-v6-24v-257km-1998-2001,4,5,5275 mm,1890 mm,1420 mm,2870 mm,530 l,od 1998 do 2001 roku,3518 cm³,benzynowy,257 , (189 ,) przy 6400 obr/min,346 
Chrysler LHS I 3.5 i V6 24V 218KM 160kW 1993-1997,lhs,i,silnik-benzynowy-3.5-i-v6-24v-218km-1993-1997,4,5,5268 mm,1890 mm,1416 mm,2870 mm,530 l,od 1993 do 1997 roku,3518 cm³,benzynowy,218 , (160 ,) przy 5800 obr/min,300 
Chrysler Pacifica II,chrysler,pacifica,ii,5,7,12.1 m,6.0 m,5176 mm,2022 mm,2297 mm,1777 mm,3089 mm,1735 mm,1736 mm,131 mm,3979 l,915 l
Dacia Lodgy Minivan 1.6 84KM 2014,dacia,lodgy,minivan,5,5,11.1 m,4498 mm,1751 mm,2004 mm,1682 mm,1683 mm,2015 mm,2810 mm,1492 mm,1478 mm,822 mm,866 mm
Dacia Lodgy Minivan Facelifting,dacia,lodgy,minivan-facelifting,5,5,10.4 m,5.2 m,4498 mm,1751 mm,2000 mm,1822 mm,1683 mm,2008 mm,2810 mm,1492 mm,1478 mm,822 mm
Dacia Lodgy Stepway,dacia,lodgy,stepway,5,5,11.1 m,5.5 m,4521 mm,1767 mm,2004 mm,1683 mm,2810 mm,1492 mm,1478 mm,834 mm,877 mm,120 mm
Dacia 1300 Kombi 1.3 54KM 40kW 1969-1979,1300,kombi,silnik-benzynowy-1.3-54km-1969-1979,5,10.8 m,4400 mm,1636 mm,1455 mm,2441 mm,1312 mm,1312 mm,od 1969 do 1979 roku,1289 cm³,benzynowy,54 , (40 ,) przy 5250 obr/min
Dacia 1300 Sedan 1.3 54KM 40kW 1969-1979,1300,sedan,silnik-benzynowy-1.3-54km-1969-1979,4,10.8 m,4340 mm,1636 mm,1434 mm,2441 mm,1312 mm,1312 mm,420 l,od 1969 do 1979 roku,1289 cm³,benzynowy,54 , (40 
Dacia Logan III 2022,logan,iii,silnik-benzynowy-1.0-tce-lpg-100km-od-2021,4,5,10.6 m,5.3 m,4396 mm,1848 mm,2007 mm,1501 mm,2649 mm,1518 mm,1518 mm,819 mm,928 mm,145 mm
Daewoo Lublin II,daewoo,lublin,ii,4,3,4770 mm,1940 mm,2260 mm,2320 mm,2900 mm,1620 mm,1620 mm,780 mm,170 mm,720 mm,38.0 °,26.0 °
Daewoo Lanos Sedan,daewoo,lanos,sedan,4,5,4237 mm,1678 mm,1432 mm,2520 mm,1405 mm,1425 mm,638 mm,670 mm,160 mm,958 l,322 l,560 kg
Daewoo Kalos Sedan,daewoo,kalos,sedan,4,5,4236 mm,1670 mm,1495 mm,2480 mm,1450 mm,1410 mm,150 mm,1860 mm,1390 mm,1220 mm,725 l,320 l
Abarth 500 Cabrio Seria 4,abarth,500,cabrio-seria-4,2,4,9.3 m,4.7 m,3660 mm,1627 mm,1883 mm,1485 mm,2300 mm,1415 mm,1408 mm,130 mm,625 l,185 l
Abarth 500 Hatchback Seria 4,abarth,500,hatchback-seria-4,2,4,9.3 m,4.7 m,3660 mm,1627 mm,1883 mm,1485 mm,2300 mm,1415 mm,1408 mm,130 mm,625 l,185 l
Abarth 500 Hatchback Seria 4 1.4 T-Jet 180KM 2022,500,hatchback,silnik-benzynowy-1.4-t-jet-16v-135km-2008-2012,2,10.6 m,3657 mm,1627 mm,1893 mm,1485 mm,2300 mm,1409 mm,1402 mm,776 mm,581 mm,625 l,185 l,od 2008 do 2012 roku
